Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"elespectador
Miles de libaneses desplazados por los enfrentamientos entre Hezbolá e Israel emprendieron el miércoles el regreso a sus casas, gracias a un alto el fuego instaurado tras dos meses de guerra abierta.

La tregua, en vigor desde las 10:00 p. m., interrumpe un conflicto que ha dejado miles de muertos y 900.000 desplazados en Líbano, además de decenas de miles de evacuados en el norte de Israel.
1 día";"elespectador
miles de libaneses desplazados por los enfrentamientos entre hezbolá e israel emprendieron el miércoles el regreso a sus casas, gracias a un alto el fuego instaurado tras dos meses de guerra abierta.

la tregua, en vigor desde las 10:00 p. m., interrumpe un conflicto que ha dejado miles de muertos y 900.000 desplazados en líbano, además de decenas de miles de evacuados en el norte de israel.
1 día";0;Neutral
"vilianrin
Pensaron que iban a hacer lo mismo que con Palestina
1 día12 Me gustaResponder";"vilianrin
pensaron que iban a hacer lo mismo que con palestina
1 día12 ";0;Neutral
"pearllynnkatz
🇮🇱🇮🇱🇮🇱🙏🙏🙏
1 día4 Me gustaResponder";"pearllynnkatz
🇮🇱🇮🇱🇮🇱🙏🙏🙏
1 día4 ";0;Neutral
"eluniversodeadal
Se le acabo la plata a israel. Bueno USA ahora tiene de nuevo la prioridad Ucrania. No puede con los dos al tiempo.
1 día11 Me gustaResponder";"eluniversodeadal
se le acabo la plata a israel. bueno usa ahora tiene de nuevo la prioridad ucrania. no puede con los dos al tiempo.
1 día11 ";0;Neutral
"eduagdohc
El estadi Génocida no se va a detener, esto es circo, ya verán.
1 día6 Me gustaResponder";"eduagdohc
el estadi génocida no se va a detener, esto es circo, ya verán.
1 día6 ";0;Neutral
"marthacecilia238neiva
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
1 día1 Me gustaResponder";"marthacecilia238neiva
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏
1 día1 ";0;Neutral
"elsovie_1225
Digan la verdad. Tuvieron que ir a un armisticio porque Israel estaba siendo derrotado 🤔
1 día8 Me gustaResponder";"elsovie_1225
digan la verdad. tuvieron que ir a un armisticio porque israel estaba siendo derrotado 🤔
1 día8 ";0;Neutral
"melvincharry
Israel enseñando como es la paz a los del medio oriente
1 día2 Me gustaResponder";"melvincharry
israel enseñando como es la paz a los del medio oriente
1 día2 ";0;Neutral
"lilio_berrio
Y que pasa con el alto fuego en gaza? Se supone que ya mataron a los directivos de hamas, destruyeron casi el 70% de gaza , sus hospitales, escuelas, vias, asesinaron miles de niñ@s y mujeres, y peores cosas. O es que la van a invadir? Ya se sabia desde hace rato su intención en gaza
1 día3 Me gustaResponder";"lilio_berrio
y que pasa con el alto fuego en gaza? se supone que ya mataron a los directivos de hamas, destruyeron casi el 70% de gaza , sus hospitales, escuelas, vias, asesinaron miles de niñ@s y mujeres, y peores cosas. o es que la van a invadir? ya se sabia desde hace rato su intención en gaza
1 día3 ";0;Neutral
"mafer_francomora
No son enfrentamientos, es israel atacando y creando asentamientos ilegales en territorios vecinos y ajenos.
1 día4 Me gustaResponder";"mafer_francomora
no son enfrentamientos, es israel atacando y creando asentamientos ilegales en territorios vecinos y ajenos.
1 día4 ";0;Neutral
"juancriollo86
Alto al fuego o alto a la matanza ?
1 día1 Me gustaResponder";"juancriollo86
alto al fuego o alto a la matanza ?
1 día1 ";0;Neutral
"john.rodriguez76
Esto se hubiera podido hacer hace un año, pero no, la estupidez humana no tiene limites
1 día2 Me gustaResponder";"john.rodriguez76
esto se hubiera podido hacer hace un año, pero no, la estupidez humana no tiene limites
1 día2 ";0;Neutral
"salome.lehaim
Que chistoso que solo hablan de lo que hace Israel , pero no hablan de todas las bombas y muertos en Israel 🤔🤔🤔
1 día5 Me gustaResponder";"salome.lehaim
que chistoso que solo hablan de lo que hace israel , pero no hablan de todas las bombas y muertos en israel 🤔🤔🤔
1 día5 ";0;Neutral
"karimrecipes
Como libanés solo puedo decir una cosa:

Espero que sea un acuerdo real y no solo una más de sus
""estrategias"" para planear un mejor ataque y así poder ocupar el sur de Líbano.

Y sé que muchos comentarios me dirán: ""pero es que Hezbollah es el problema"" quizá actualmente si, pero Israel invadió Líbano en 1968, 1974,
1982 y Hezbollah no existía en ese entonces, Hezbollah se fundó en 1985 para recuperar territorios libaneses ocupados ilegalmente por Israel y Siria.

Hula (ciudad de Líbano) fue tomada y masacrada por Israel en 1948.

El ataque de mansur 1995, el ataque de Nabatiyeh 1995, la masacre de Qana 1995 (todas sin existir Hezbollah).

La masacre de Sabra and Shatila (18 de septiembre de 1982) fue la razón final por la cual el pueblo libanés tomó la decisión de tomar armas y crear resistencias, esta masacre dejó más de 4.000 civiles inocentes muertos
(mayoritariamente palestinos
refugiados en Líbano).

De verdad deseo que este mutuo acuerdo sea un respiro para ambas naciones y se deje de derramar sangre de gente inocente a los intereses cerdos políticos.

No apoyo a Hezbollah, pero la raíz de Hamas y Hezbollah son Israel.
1 día3 Me gustaResponder";"karimrecipes
como libanés solo puedo decir una cosa:

espero que sea un acuerdo real y no solo una más de sus
""estrategias"" para planear un mejor ataque y así poder ocupar el sur de líbano.

y sé que muchos comentarios me dirán: ""pero es que hezbollah es el problema"" quizá actualmente si, pero israel invadió líbano en 1968, 1974,
1982 y hezbollah no existía en ese entonces, hezbollah se fundó en 1985 para recuperar territorios libaneses ocupados ilegalmente por israel y siria.

hula (ciudad de líbano) fue tomada y masacrada por israel en 1948.

el ataque de mansur 1995, el ataque de nabatiyeh 1995, la masacre de qana 1995 (todas sin existir hezbollah).

la masacre de sabra and shatila (18 de septiembre de 1982) fue la razón final por la cual el pueblo libanés tomó la decisión de tomar armas y crear resistencias, esta masacre dejó más de 4.000 civiles inocentes muertos
(mayoritariamente palestinos
refugiados en líbano).

de verdad deseo que este mutuo acuerdo sea un respiro para ambas naciones y se deje de derramar sangre de gente inocente a los intereses cerdos políticos.

no apoyo a hezbollah, pero la raíz de hamas y hezbollah son israel.
1 día3 ";0,1;Positivo
"_edaza17
Por Tercera Vez Pierde Israel Con Este Ejército La Ultima Tunda Que Les Metió Fue Tan Grave Que Lo Llevo A Esto
1 día1 Me gustaResponder";"_edaza17
por tercera vez pierde israel con este ejército la ultima tunda que les metió fue tan grave que lo llevo a esto
1 día1 ";0;Neutral
"draangelesesmeral
Es increíble lo que está sucediendo , se mata por deporte , es legal asesinar niños . Es legar destruir la vida de familias enteras . Cómo una madre puede continuar viviendo sin sus hijos ? En Gaza cada hora son asesinados 6 niños y esto se convirtió en normalidad ? Como el mundo puede aceptar esto ? Todos los que han callado son cómplices de Israel y USA @unicef @onuderechoshumanos @internationalcriminalcourt
1 día5 Me gustaResponder";"draangelesesmeral
es increíble lo que está sucediendo , se mata por deporte , es legal asesinar niños . es legar destruir la vida de familias enteras . cómo una madre puede continuar viviendo sin sus hijos ? en gaza cada hora son asesinados 6 niños y esto se convirtió en normalidad ? como el mundo puede aceptar esto ? todos los que han callado son cómplices de israel y usa @unicef @onuderechoshumanos @internationalcriminalcourt
1 día5 ";0,2;Positivo
"elespectador
El Museo histórico nacional reunió en una noche con sabor latinoamericano a los mejores exponentes de un continente que se destaca en la escena gastronómica por su despensa, territorios e identidad.

Destacadas figuras del sector, chefs, críticos, periodistas y amantes del buen comer se dieron cita en la iniciativa que no solo aplaude el talento en los fogones, sino que también premia los aportes a una gastronomía que cada vez más se sirve en las mesas del mundo, dejando en evidencia la biodiversidad y el trabajo con el producto local.

La ceremonia, que se realizó en Río de Janeiro, Brasil, anunció el sonado listado en una noche donde los sabores de Humo negro, Manuel, Leo, Celele y El Chato fueron premiados por sus propuestas. Laura Hernández también se destacó como la mejor sommelier y Harry Sasson fue homenajeado con el premio más importante: el Icon Award.

@leoescocina
@jaimedrc87
@alvclv
@manemendozab
@jaimetorregrosac

👉 Amplíe la nota en el link de la bio.

🍲 Si le interesan estas historias y quiere saber más, visite la sección de Gastronomía y Recetas de ELESPECTADOR.COM
Editado · 1 día";"elespectador
el museo histórico nacional reunió en una noche con sabor latinoamericano a los mejores exponentes de un continente que se destaca en la escena gastronómica por su despensa, territorios e identidad.

destacadas figuras del sector, chefs, críticos, periodistas y amantes del buen comer se dieron cita en la iniciativa que no solo aplaude el talento en los fogones, sino que también premia los aportes a una gastronomía que cada vez más se sirve en las mesas del mundo, dejando en evidencia la biodiversidad y el trabajo con el producto local.

la ceremonia, que se realizó en río de janeiro, brasil, anunció el sonado listado en una noche donde los sabores de humo negro, manuel, leo, celele y el chato fueron premiados por sus propuestas. laura hernández también se destacó como la mejor sommelier y harry sasson fue homenajeado con el premio más importante: el icon award.

@leoescocina
@jaimedrc87
@alvclv
@manemendozab
@jaimetorregrosac

👉 amplíe la nota en el link de la bio.

🍲 si le interesan estas historias y quiere saber más, visite la sección de gastronomía y recetas de elespectador.com
editado · 1 día";0;Neutral
"mamaluzcocina
🔥🔥🔥🔥👏👏👏👏👏❤️
1 díaResponder";"mamaluzcocina
🔥🔥🔥🔥👏👏👏👏👏❤️
1 díaresponder";0;Neutral
"escalona.astrid
🔥🔥🔥🔥🔥
1 díaResponder";"escalona.astrid
🔥🔥🔥🔥🔥
1 díaresponder";0;Neutral
"johanitabeltran
👏👏👏👏
1 díaResponder";"johanitabeltran
👏👏👏👏
1 díaresponder";0;Neutral
"jorgeenriquemorenomunoz
Mi bb
1 díaResponder";"jorgeenriquemorenomunoz
mi bb
1 díaresponder";0;Neutral
"martinezcocinero_98_
Falta uno @afluenterestaurante 👏🔥
1 díaResponder";"martinezcocinero_98_
falta uno @afluenterestaurante 👏🔥
1 díaresponder";0;Neutral
"bellanita001
De no olvidar por favor a @sambombi.bistro y @x.o.med
1 día1 Me gustaResponder";"bellanita001
de no olvidar por favor a @sambombi.bistro y @x.o.med
1 día1 ";0;Neutral
"elespectador
En el Congreso se aprobó en último debate un proyecto de ley que habilita el proceso para que un divorcio se realice de manera unilateral en el país.

Esto quiere decir que, luego de su conciliación y sanción presidencial –si se da–, se podría solicitar la separación formal entre parejas legalmente constituidas solo con la decisión de una de las partes.

La iniciativa fue aprobada en la plenaria de la Cámara con 89 votos a favor y lo que establece es una reglamentación para que una de las partes legalmente constituidas en un matrimonio formal pueda solicitar el divorcio.

Actualmente, lo que dice la ley es que para dar este paso se necesita la aprobación de ambas partes. Y, en contrate, la iniciativa recién aprobada pretende reducir potenciales conflictos derivados del proceso.

Todos los detalles en el link de la biografía
1 día";"elespectador
en el congreso se aprobó en último debate un proyecto de ley que habilita el proceso para que un divorcio se realice de manera unilateral en el país.

esto quiere decir que, luego de su conciliación y sanción presidencial –si se da–, se podría solicitar la separación formal entre parejas legalmente constituidas solo con la decisión de una de las partes.

la iniciativa fue aprobada en la plenaria de la cámara con 89 votos a favor y lo que establece es una reglamentación para que una de las partes legalmente constituidas en un matrimonio formal pueda solicitar el divorcio.

actualmente, lo que dice la ley es que para dar este paso se necesita la aprobación de ambas partes. y, en contrate, la iniciativa recién aprobada pretende reducir potenciales conflictos derivados del proceso.

todos los detalles en el link de la biografía
1 día";-0,5;Negativo
"russdasilva
Jajjajaa entre está noticia y la de matrimonio infantil no me deja de sorprender lo aracaicas que son nuestras leyes
1 día434 Me gustaResponder";"russdasilva
jajjajaa entre está noticia y la de matrimonio infantil no me deja de sorprender lo aracaicas que son nuestras leyes
1 día434 ";0;Neutral
"ingsofia1
Excelente! Se les acabo el negocio a las personas que exigían demasiado para poder ceder al divorcio
1 día475 Me gustaResponder";"ingsofia1
excelente! se les acabo el negocio a las personas que exigían demasiado para poder ceder al divorcio
1 día475 ";0;Neutral
"ingsofia1
Que el matrimonio este unido por el amor y no por la obligación impuesta por una de las partes!! 👏
1 día336 Me gustaResponder";"ingsofia1
que el matrimonio este unido por el amor y no por la obligación impuesta por una de las partes!! 👏
1 día336 ";0;Neutral
"stefany.restrepo.t
👏
1 día3 Me gustaResponder";"stefany.restrepo.t
👏
1 día3 ";0;Neutral
"jcgb666
Hagan capitulaciones. Hoy en día los matrimonios no duran nada, o se casan con intereses turbios, entonces para que casarse, para quedar bien ante la sociedad? Uno debe ser feliz no tener un martirio al lado.
1 día150 Me gustaResponder";"jcgb666
hagan capitulaciones. hoy en día los matrimonios no duran nada, o se casan con intereses turbios, entonces para que casarse, para quedar bien ante la sociedad? uno debe ser feliz no tener un martirio al lado.
1 día150 ";0;Neutral
"pablosferrer
Los matrimonios en Colombia siempre han Sido más un negocio que una construcción familiar
1 día37 Me gustaResponder";"pablosferrer
los matrimonios en colombia siempre han sido más un negocio que una construcción familiar
1 día37 ";0,375;Positivo
